hostname,ContextSwitchesPerSecond,AbstractionLayer,iface,iface_speed,IPTAB_activated,IPTAB_complexity,IPTAB_maxRules,IPTAB_RX_bytes,IPTAB_RX_packets,IPTAB_TX_bytes,IPTAB_TX_packets,OVS_activated,OVS_complexity,OVS_maxRules,OVS_RX_bytes,OVS_RX_dropped,OVS_RX_packets,OVS_TX_bytes,OVS_TX_dropped,OVS_TX_packets,TC_activated,TC_queueDiscipline,TC_queueLenght,TC_complexity,TC_current_bwd_guaranteed,TC_maxRules,TC_RX_bytes,TC_RX_dropped,TC_RX_packets,TC_TX_bytes,TC_TX_dropped,TC_TX_packets,encapsulationLayer,encapsulationType1,encapsulationType2,sense,l3Proto,dstIP,macSrc,macDst,l4Proto,tos,outTos,dstPort,state,totalpktCount,totalBits,packetSize,programmableTechnology,activatedRuleTimeSecs,averageMatchedBytes,averageMatchedPackets,currentMatchedBytesPerPeriod,currentMatchedPacketsPerPeriod,lastMatchedTime,ruleComplexity,totalMatchedBytes,totalMatchedPackets,actionType,actionName,IPTAB_MIN_CRR_currentMatchedPacketsPerPeriod,IPTAB_MAX_CRR_currentMatchedPacketsPerPeriod,IPTAB_MIN_TOTAL_totalMatchedPackets,IPTAB_MAX_TOTAL_totalMatchedPackets,IPTAB_numberRulesActivatedTotal,IPTAB_MEAN_CRR,IPTAB_MEDIAN_CRR,IPTAB_ST_CRR,IPTAB_Q1_CRR,IPTAB_Q3_CRR,IPTAB_MEAN_TOTAL,IPTAB_MEDIAN_TOTAL,IPTAB_ST_TOTAL,IPTAB_Q1_TOTAL,IPTAB_Q3_TOTAL,OVS_MIN_CRR_currentMatchedPacketsPerPeriod,OVS_MAX_CRR_currentMatchedPacketsPerPeriod,OVS_MIN_TOTAL_totalMatchedPackets,OVS_MAX_TOTAL_totalMatchedPackets,OVS_numberRulesActivatedTotal,OVS_MEAN_CRR,OVS_MEDIAN_CRR,OVS_ST_CRR,OVS_Q1_CRR,OVS_Q3_CRR,OVS_MEAN_TOTAL,OVS_MEDIAN_TOTAL,OVS_ST_TOTAL,OVS_Q1_TOTAL,OVS_Q3_TOTAL,TC_MIN_CRR_currentMatchedPacketsPerPeriod,TC_MAX_CRR_currentMatchedPacketsPerPeriod,TC_MIN_TOTAL_totalMatchedPackets,TC_MAX_TOTAL_totalMatchedPackets,TC_numberRulesActivatedTotal,TC_MEAN_CRR,TC_MEDIAN_CRR,TC_ST_CRR,TC_Q1_CRR,TC_Q3_CRR,TC_MEAN_TOTAL,TC_MEDIAN_TOTAL,TC_ST_TOTAL,TC_Q1_TOTAL,TC_Q3_TOTAL,timestamp
EDGE-IAAS-0-COMPUTE-1,2,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,1374710,0,15596,7582,0,66,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000010101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,15190,4156040,34.0,OVS,116.0,9588.96551724138,108.96551724137932,8800,100,0.0,5,1112320,12640,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,100,12640,12640,1,100.0,100.0,0.0,100.0,100.0,12640.0,12640.0,0.0,12640.0,12640.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689846407.0
EDGE-IAAS-0-COMPUTE-2,2,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,66715587,0,62019,271888,0,517,True,noqueue,1000,8,0,4096,51621912.0,47925.0,48545.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,10532,86278144,1024.0,TC,102.0,125385.09803921568,117.84313725490196,109592,103,0.0,3,12789280,12020,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,121,11850,12123,4,111.25,110.5,7.495832175282475,104.0,118.5,12006.25,12026.0,98.61129499200383,11935.0,12077.5,1689792674.0
EDGE-IAAS-0-COMPUTE-2,4,0,eth0,10000000000,True,8.0,4096.0,625665.0,3663.0,9362759.0,15259.0,True,4,16384,47146,0,245,2289024,0,12588,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000011101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3450,3532800,128.0,IPTABLES,28.0,24135.714285714286,110.71428571428572,22890,105,0.0,13,675800,3100,INSERT,DROP,105,107,3090,3100,2,106.0,106.0,1.0,106.0,106.0,3095.0,3095.0,5.0,3095.0,3095.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694791309.0923195
EDGE-IAAS-0-COMPUTE-2,4,0,eth0,10000000000,True,8.0,4096.0,1121179.0,7063.0,17101687.0,28424.0,True,4,16384,54020,0,284,4293362,0,23603,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000100001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,3399,3480576,128.0,IPTABLES,79.0,23268.050632911392,106.73417721518987,25070,115,0.0,13,1838176,8432,INSERT,DROP,101,115,8362,8432,2,108.0,108.0,7.0,108.0,108.0,8397.0,8397.0,35.0,8397.0,8397.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694791362.0225065
EDGE-IAAS-0-COMPUTE-1,3,0,eth0,10000000000,True,8.0,4096.0,519164.0,3373.0,15335060.0,9483.0,True,4,16384,86314,0,157,7917038,0,7365,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,3058,25051136,1024.0,IPTABLES,12.0,63126.66666666666,56.66666666666666,53472,48,0.0,13,757520,680,INSERT,DROP,48,52,632,680,2,50.0,50.0,2.0,50.0,50.0,656.0,656.0,24.0,656.0,656.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695027793.9376757
EDGE-IAAS-0-COMPUTE-1,2,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,1383748,0,15699,19338,0,175,True,noqueue,1000,8,0,4096,706063.0,9531.0,9537.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000011101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,15206,4136032,34.0,TC,88.0,7933.136363636364,107.20454545454544,7548,102,0.0,3,698116,9434,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,102,9434,9434,1,102.0,102.0,0.0,102.0,102.0,9434.0,9434.0,0.0,9434.0,9434.0,1689780667.0
EDGE-IAAS-0-COMPUTE-2,8,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,1321694,0,7312,70474,0,374,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,1576,1609728,128.0,OVS,2.0,20111.0,110.5,9100,50,0.0,5,40222,221,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,221,275,4,50.0,50.0,0.0,50.0,50.0,250.75,253.5,19.36975735521744,236.0,265.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689856501.0
EDGE-IAAS-0-COMPUTE-2,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,2638725,0,29943,44264,0,417,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,7522,2047152,34.0,OVS,95.0,5412.4631578947365,61.50526315789474,2200,25,0.0,5,514184,5843,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,75,5831,5860,4,50.0,50.0,17.67766952966369,37.5,62.5,5842.75,5840.0,10.825317547305485,5834.0,5851.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689855989.0
EDGE-IAAS-0-COMPUTE-1,3,0,eth0,10000000000,True,8.0,4096.0,1314015.0,8657.0,37923005.0,23555.0,True,4,16384,86748,0,166,19170714,0,17813,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,3058,25051136,1024.0,IPTABLES,114.0,58162.52631578947,52.21052631578947,31192,28,0.0,13,6630528,5952,INSERT,DROP,0,28,5928,5952,2,14.0,14.0,14.0,14.0,14.0,5940.0,5940.0,12.0,5940.0,5940.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695027901.096945
EDGE-IAAS-0-COMPUTE-1,8,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,36486465,0,33981,207192,0,417,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8526,69844992,1024.0,OVS,113.0,65166.53097345133,60.45132743362832,26950,25,0.0,5,7363818,6831,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,89,6783,6831,4,66.0,75.0,24.35159132377184,50.0,82.0,6804.5,6802.0,20.54872258803452,6784.5,6824.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689868904.0
EDGE-IAAS-0-COMPUTE-1,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,2168047,0,24599,55918,0,510,True,noqueue,1000,8,0,4096,1406357.0,18674.0,18989.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6009,1634448,34.0,TC,80.0,4242.975,57.3375,4218,57,0.0,3,339438,4587,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,59,4587,4695,4,55.5,57.0,3.840572873934304,53.0,58.0,4639.0,4637.0,38.555155297314,4608.5,4669.5,1689794465.0
EDGE-IAAS-0-COMPUTE-1,3,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,1088796,0,6014,35862,0,191,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,2573,2634752,128.0,OVS,23.0,10160.347826086956,55.82608695652174,9100,50,0.0,5,233688,1284,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50,1284,1296,2,50.0,50.0,0.0,50.0,50.0,1290.0,1290.0,6.0,1290.0,1290.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689851298.0
EDGE-IAAS-0-COMPUTE-1,6,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,3325144,0,10804,137746,0,462,True,noqueue,1000,8,0,4096,1370483.0,4418.0,4637.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,2541,5203968,256.0,TC,19.0,17760.0,60.0,15392,52,0.0,3,337440,1140,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,62,1082,1169,4,55.75,54.5,3.897114317029974,52.5,59.0,1120.0,1114.5,36.076308015094895,1085.5,1154.5,1689799517.0
EDGE-IAAS-0-COMPUTE-2,9,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,628542,0,7118,41634,0,376,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,1581,429760,34.0,OVS,2.0,5940.0,67.5,5720,65,0.0,5,11880,135,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,65,0,135,4,38.75,45.0,24.07670035532277,20.0,57.5,88.5,109.5,52.15601595214113,54.0,123.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689855902.0
EDGE-IAAS-0-COMPUTE-2,8,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,7031617,0,22770,111088,0,391,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,5548,11358656,256.0,OVS,65.0,19339.23076923077,62.38461538461539,15500,50,0.0,5,1257050,4055,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,75,3943,4055,4,55.75,49.5,11.121488209767612,49.0,62.5,3993.75,3988.5,40.02108819110245,3964.0,4023.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689857161.0
EDGE-IAAS-0-COMPUTE-1,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,1016173,0,11521,42744,0,392,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,2575,700400,34.0,OVS,20.0,5566.0,63.25,6512,74,0.0,5,111320,1265,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,75,1223,1315,4,62.25,62.0,12.255100978776143,50.0,74.5,1261.5,1254.0,34.27462618322773,1233.0,1290.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689855919.0
EDGE-IAAS-0-COMPUTE-1,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,1453247,0,16489,42870,0,395,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,4062,1104864,34.0,OVS,38.0,5518.526315789473,62.71052631578947,4312,49,0.0,5,209704,2383,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,75,2341,2384,4,55.75,49.5,11.121488209767612,49.0,62.5,2367.5,2372.5,17.64227876437735,2351.5,2383.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689855936.0
EDGE-IAAS-0-COMPUTE-2,6,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,20511765,0,66262,221164,0,727,True,noqueue,1000,8,0,4096,12492808.0,35890.0,42221.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,8329,17057792,256.0,TC,64.0,34331.375,115.984375,40256,136,0.0,3,2197208,7423,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106,136,7186,10444,4,121.75,122.5,12.214233500306108,110.0,133.5,8873.25,8931.5,1570.986851472666,7304.5,10442.0,1689798045.0
EDGE-IAAS-0-COMPUTE-1,3,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,2173325,0,11977,36928,0,206,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000110001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6053,6202760,128.0,OVS,76.0,10426.684210526317,57.28947368421053,8918,49,0.0,5,792428,4354,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,75,4354,4464,2,62.0,62.0,13.0,62.0,62.0,4409.0,4409.0,55.0,4409.0,4409.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689851338.0
EDGE-IAAS-0-COMPUTE-2,3,0,eth0,10000000000,True,8.0,4096.0,1886805.0,9289.0,38065522.0,39144.0,True,4,16384,703474,0,1269,18856762,0,33359,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000110001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,3133,12832768,512.0,IPTABLES,101.0,32001.366336633662,53.15841584158416,31304,52,0.0,13,3232138,5369,INSERT,DROP,52,54,5315,5369,2,53.0,53.0,1.0,53.0,53.0,5342.0,5342.0,27.0,5342.0,5342.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694798004.3078697
EDGE-IAAS-0-COMPUTE-1,5,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,20181058,0,65193,221298,0,728,True,noqueue,1000,8,0,4096,11655689.0,38834.0,39392.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,9106,18649088,256.0,TC,76.0,36941.57894736842,124.80263157894736,31968,108,0.0,3,2807560,9485,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108,126,9485,9814,4,113.0,109.0,7.54983443527075,108.0,118.0,9688.25,9727.0,129.0588528540371,9577.5,9799.0,1689798053.0
EDGE-IAAS-0-COMPUTE-2,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,2390463,0,27128,56112,0,513,True,noqueue,1000,8,0,4096,1144952.0,15219.0,15462.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,6537,1778064,34.0,TC,66.0,4296.484848484848,58.06060606060606,4662,63,0.0,3,283568,3832,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,74,3759,3832,4,60.75,58.0,8.671072598012312,53.0,68.5,3792.75,3790.0,26.564779313971343,3770.5,3815.0,1689794455.0
EDGE-IAAS-0-COMPUTE-2,4,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,5279031,0,59949,83234,0,753,True,noqueue,1000,8,0,4096,2492658.0,33392.0,33668.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,ACTIVE,6972,1896384,34.0,TC,72.0,8658.0,117.0,9620,130,0.0,3,623376,8424,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,131,8265,8424,4,123.5,127.0,8.789197915623474,116.5,130.5,8359.75,8375.0,65.06295028662626,8299.5,8420.0,1689796850.0
EDGE-IAAS-0-COMPUTE-1,4,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,661080,0,7487,19138,0,172,True,noqueue,1000,8,0,4096,339689.0,4580.0,4586.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000011101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,7569,2070368,34.0,TC,86.0,3938.348837209304,53.22093023255814,3552,48,0.0,3,338698,4577,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,48,4577,4577,1,48.0,48.0,0.0,48.0,48.0,4577.0,4577.0,0.0,4577.0,4577.0,1689778866.0
EDGE-IAAS-0-COMPUTE-1,1,0,eth0,10000000000,True,8.0,4096.0,1415155.0,8960.0,24275718.0,37889.0,True,4,16384,247830,0,1259,5932324,0,32636,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000110001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,3169,3245056,128.0,IPTABLES,97.0,11524.78350515464,52.865979381443296,10900,50,0.0,13,1117904,5128,INSERT,DROP,50,50,5128,5160,2,50.0,50.0,0.0,50.0,50.0,5144.0,5144.0,16.0,5144.0,5144.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694789793.6572826
EDGE-IAAS-0-COMPUTE-1,3,0,eth0,10000000000,True,8.0,4096.0,1809197.0,10627.0,54761626.0,41656.0,True,4,16384,52028,0,108,35637094,0,33085,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,2,vxlan,gtp,EGRESS,0.0,10101100000010101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,3403,27877376,1024.0,IPTABLES,129.0,117660.85271317828,105.62015503875968,119198,107,0.0,13,15178250,13625,INSERT,DROP,107,107,13474,13625,2,107.0,107.0,0.0,107.0,107.0,13549.5,13549.5,75.5,13549.5,13549.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695029836.5392158
EDGE-IAAS-0-COMPUTE-2,3,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,30161808,0,28103,367072,0,656,True,noqueue,1000,8,0,4096,23551308.0,22036.0,22160.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001001101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,7035,57630720,1024.0,TC,98.0,60050.857142857145,56.43877551020408,53200,50,0.0,3,5884984,5531,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,60,5438,5531,4,55.5,56.0,3.840572873934304,52.0,59.0,5482.25,5480.0,33.32697856091968,5455.5,5509.0,1689796285.0
EDGE-IAAS-0-COMPUTE-2,1,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,791207,0,8966,35452,0,319,True,noqueue,1000,8,0,4096,227388.0,3050.0,3071.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000110001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,4559,1240320,34.0,TC,27.0,4039.851851851852,54.5925925925926,3700,50,0.0,3,109076,1474,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,52,1474,1522,2,51.0,51.0,1.0,51.0,51.0,1498.0,1498.0,24.0,1498.0,1498.0,1689786619.0
EDGE-IAAS-0-COMPUTE-2,8,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,36956327,0,34417,207250,0,420,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100001010001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,8549,70033408,1024.0,OVS,115.0,65608.01739130435,60.86086956521739,80850,75,0.0,5,7544922,6999,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,75,6924,6999,4,68.75,75.0,10.825317547305485,62.5,75.0,6964.75,6968.0,27.63489641739227,6941.0,6988.5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689868905.0
EDGE-IAAS-0-COMPUTE-1,4,0,eth7,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,16047915,0,14979,177532,0,337,True,noqueue,1000,8,0,4096,9253018.0,8667.0,8708.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000110001101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,7037,57606544,1023.0,TC,81.0,57429.72839506173,53.97530864197531,57456,54,0.0,3,4651808,4372,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,56,4305,4372,2,55.0,55.0,1.0,55.0,55.0,4338.5,4338.5,33.5,4338.5,4338.5,1689790258.0
EDGE-IAAS-0-COMPUTE-2,4,0,eth6,10000000000,False,0.0,0.0,0.0,0.0,0.0,0.0,True,4,16384,10549962,0,34097,58444,0,217,True,noqueue,1000,8,0,4096,0.0,0.0,0.0,0,0,0,1,gtp,0.0,INGRESS,0.0,10101100000101101101111011111110,0.0,0.0,17,0,0.0,80,DROPPED,16176,33128448,256.0,OVS,121.0,34791.735537190085,112.23140495867769,31000,100,0.0,5,4209800,13580,INSERT,DROP,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,150,13528,13580,2,125.0,125.0,25.0,125.0,125.0,13554.0,13554.0,26.0,13554.0,13554.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689852629.0
